time,eeg
0.0,-0.1721258560107374
0.00390625,0.10244647343978823
0.0078125,-0.006133641785218635
0.01171875,0.9194801847978298
0.015625,0.49912717314197896
0.01953125,0.6647143481903951
0.0234375,0.5823690103682708
0.02734375,0.8143830787824783
0.03125,0.934219189784111
0.03515625,1.0451298149410486
0.0390625,0.46881016628279204
0.04296875,0.3877040773815306
0.046875,0.06442158424814354
0.05078125,-0.4071000913751833
0.0546875,-0.3499023022100185
0.05859375,-0.5140397665965988
0.0625,-0.7046760155775149
0.06640625,-0.926574323123043
0.0703125,-0.7131194001015908
0.07421875,-0.820458078397377
0.078125,-0.9847827349249331
0.08203125,-0.915138896055819
0.0859375,-1.154710912584318
0.08984375,-1.126787178859897
0.09375,-0.07266727718313978
0.09765625,-0.31462682994554897
0.1015625,-0.0945810533396603
0.10546875,1.3076901327524952
0.109375,0.7125921469627678
0.11328125,0.7710636042337735
0.1171875,0.8348431687738733
0.12109375,0.776089715877306
0.125,1.109986654057469
0.12890625,1.5652489550339506
0.1328125,0.7782982311299711
0.13671875,0.38616064978798836
0.140625,0.645954487782295
0.14453125,0.09507561588048563
0.1484375,-0.3993888546956803
0.15234375,-0.41890415134876896
0.15625,-0.01905509460823812
0.16015625,-0.15514314122374084
0.1640625,-1.0221684138143288
0.16796875,-1.0957210812381473
0.171875,-1.2287057912764876
0.17578125,-1.2490957465641501
0.1796875,-1.042176100174598
0.18359375,-0.5647167828676103
0.1875,-0.5530635420734665
0.19140625,-0.5733116982305428
0.1953125,-0.9294882903923224
0.19921875,-0.3915083134246503
0.203125,0.43518340374411113
0.20703125,0.6788769092192747
0.2109375,0.7700091229039375
0.21484375,0.954933475929261
0.21875,0.9111921072502608
0.22265625,0.6052130378299742
0.2265625,0.6272095362152672
0.23046875,0.7696181865538113
0.234375,0.6339803619031552
0.23828125,0.8730012810001972
0.2421875,0.6485534266704126
0.24609375,0.31474900720762894
0.25,0.20801366441262886
0.25390625,-0.31427536266768447
0.2578125,-0.11545028706327143
0.26171875,-0.8291818940451272
0.265625,-0.8333887161103405
0.26953125,-0.9163447488808609
0.2734375,-1.469748797721608
0.27734375,-0.9723672850740862
0.28125,-1.2191276182486621
0.28515625,-0.605302127177863
0.2890625,-0.515550511740011
0.29296875,-0.3998653981972908
0.296875,-0.4714607114113091
0.30078125,-0.13279909573874799
0.3046875,0.0024712712549244953
0.30859375,0.22909257302167402
0.3125,0.10629536332780642
0.31640625,0.7196663916696642
0.3203125,0.3327277816195627
0.32421875,1.1482834377139586
0.328125,0.7207139352249968
0.33203125,0.6530582010925222
0.3359375,0.9520385106925937
0.33984375,0.67869972016038
0.34375,0.35596471957343195
0.34765625,-0.092775320717185
0.3515625,0.07296662167107339
0.35546875,-0.2974373993467755
0.359375,-0.42253594448690607
0.36328125,-0.6616008401118435
0.3671875,-0.43330307325230777
0.37109375,-1.4246934663409752
0.375,-0.824036734571344
0.37890625,-0.16466267933334777
0.3828125,-0.8824413153933566
0.38671875,-0.30219535396234304
0.390625,-0.7574603132336339
0.39453125,-0.6250306195683643
0.3984375,-0.16011458719514926
0.40234375,0.021963910428076258
0.40625,0.3078016873284236
0.41015625,0.6657176868780075
0.4140625,1.0388614074155338
0.41796875,0.11456981082484774
0.421875,0.5544679735845145
0.42578125,1.262748303913248
0.4296875,0.9567241375982701
0.43359375,0.5021785834100958
0.4375,0.48848661097235674
0.44140625,0.24446459258089917
0.4453125,0.4867660565452776
0.44921875,-0.4650433029139629
0.453125,0.06858884495907461
0.45703125,-0.6994092680571881
0.4609375,-0.4119224666085326
0.46484375,-0.7348422767471167
0.46875,-1.2119579847344992
0.47265625,-0.5079281521471878
0.4765625,-0.629104990945204
0.48046875,-0.758386314094522
0.484375,-0.5086153774929196
0.48828125,-0.8018664819093673
0.4921875,0.0375654811883015
0.49609375,-0.22700729404624842
0.5,-0.6458876359090231
0.50390625,-0.22512536998584817
0.5078125,0.7674378234657191
0.51171875,0.5349579396359742
0.515625,0.7746745610955974
0.51953125,0.5447999977525406
0.5234375,0.49626402274275627
0.52734375,0.876470271966014
0.53125,0.8105825488641091
0.53515625,1.1178950820659577
0.5390625,0.5499753506258037
0.54296875,-0.10726811188600666
0.546875,0.10352963531011643
0.55078125,0.06081811563688848
0.5546875,-0.06688828890062967
0.55859375,-0.34712558442498254
0.5625,-0.2487735757032612
0.56640625,-0.8430872570639426
0.5703125,-0.3729966560034723
0.57421875,-0.9895834262791414
0.578125,-1.2987575923663874
0.58203125,-1.0632168405684417
0.5859375,-0.6931176796673081
0.58984375,-0.6010987757694549
0.59375,-0.050236091138941674
0.59765625,0.21290216487778657
0.6015625,-0.7332098806591973
0.60546875,0.650788625197487
0.609375,1.0117932802963476
0.61328125,0.43729293484198395
0.6171875,0.7933367391857815
0.62109375,1.029199311348754
0.625,0.769897674826584
0.62890625,0.2871513602692635
0.6328125,0.6739529593816045
