time,eeg
0.0,-146.41712454212453
0.00390625,-0.2876984126984128
0.0078125,-0.2876984126984128
0.01171875,-0.2876984126984128
0.015625,-0.2876984126984128
0.01953125,0.49374236874236865
0.0234375,0.10302197802197799
0.02734375,-2.2413003663003663
0.03125,-1.8505799755799757
0.03515625,2.447344322344322
0.0390625,3.619505494505494
0.04296875,3.228785103785104
0.046875,1.6659035409035408
0.05078125,-4.58562271062271
0.0546875,-2.2413003663003663
0.05859375,3.228785103785104
0.0625,8.698870573870574
0.06640625,10.652472527472527
0.0703125,4.400946275946277
0.07421875,0.49374236874236865
0.078125,4.010225885225886
0.08203125,10.652472527472527
0.0859375,12.21535409035409
0.08984375,15.341117216117217
0.09375,21.201923076923077
0.09765625,21.983363858363855
0.1015625,18.46688034188034
0.10546875,14.168956043956044
0.109375,10.652472527472527
0.11328125,1.27518315018315
0.1171875,-6.539224664224664
0.12109375,-1.459859584859585
0.125,-0.2876984126984128
0.12890625,-7.320665445665446
0.1328125,-8.883547008547009
0.13671875,-14.74435286935287
0.140625,-25.29380341880342
0.14453125,-26.075244200244203
0.1484375,-20.214438339438342
0.15234375,-19.04227716727717
0.15625,-25.68452380952381
0.16015625,-24.903083028083028
0.1640625,-35.45253357753357
0.16796875,-45.61126373626374
0.171875,-46.00198412698413
0.17578125,-40.141178266178265
0.1796875,-36.62469474969475
0.18359375,-33.889652014652015
0.1875,-31.54532967032967
0.19140625,-30.76388888888889
0.1953125,-31.93605006105006
0.19921875,-31.54532967032967
0.203125,-33.10821123321123
0.20703125,-33.10821123321123
0.2109375,-24.51236263736264
0.21484375,-7.320665445665446
0.21875,7.526709401709402
0.22265625,9.871031746031747
0.2265625,8.698870573870574
0.23046875,9.089590964590965
0.234375,6.74526862026862
0.23828125,14.950396825396826
0.2421875,23.54624542124542
0.24609375,18.07615995115995
0.25,6.354548229548229
0.25390625,6.74526862026862
0.2578125,4.010225885225886
0.26171875,2.0566239316239314
0.265625,6.354548229548229
0.26953125,0.49374236874236865
0.2734375,-4.976343101343101
0.27734375,-2.2413003663003663
0.28125,2.838064713064713
0.28515625,1.27518315018315
0.2890625,-1.8505799755799757
0.29296875,0.8844627594627594
0.296875,4.010225885225886
0.30078125,8.698870573870574
0.3046875,14.168956043956044
